build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace,province,property_type_name,state_mapped
,,0,,Jambes,,5100.0,160000.0,22011-in00560221_om_3721,,https://immovlan.be/en/projectdetail/22011-in00560221_om_3721,,0,,Namur,,
,,0,65.0,Leopoldsburg,1,3970.0,215000.0,RBO27607,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbo27607,New,0,1,Limburg,apartment,ready_to_move_in
1940,4.0,1,137,Gooik,1,1755.0,285000.0,rbu47922,Residence,https://immovlan.be/en/detail/residence/for-sale/1755/gooik/rbu47922,To be renovated,0,1,Flemish Brabant,house,to_renovate
2025,3.0,1,196,Asse,4,1730.0,599500.0,rbu68985,Residence,https://immovlan.be/en/detail/residence/for-sale/1730/asse/rbu68985,New,0,1,Flemish Brabant,house,ready_to_move_in
,,1,,Visé,1,4600.0,269000.0,VWD15551,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4600/vise/vwd15551,,0,1,Liège,apartment,
,,0,130,Liege,3,4020.0,290000.0,vbd43711,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd43711,,0,1,Liège,apartment,
2025,3.0,1,195,Ternat,4,1740.0,450000.0,rbu61332,Residence,https://immovlan.be/en/detail/residence/for-sale/1740/ternat/rbu61332,New,0,1,Flemish Brabant,house,ready_to_move_in
,,0,108.0,Liege,2,4000.0,386250.0,VBB11673,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbb11673,New,0,1,Liège,apartment,ready_to_move_in
1900,4.0,1,370,Chaumont-Gistoux,5,1325.0,995000.0,vbd12611,Residence,https://immovlan.be/en/detail/residence/for-sale/1325/chaumont-gistoux/vbd12611,Normal,0,1,Walloon Brabant,house,ready_to_move_in
1850,2.0,1,362,Dison,3,4820.0,295000.0,vbc98836,Mixed,https://immovlan.be/en/detail/mixed-building/for-sale/4820/dison/vbc98836,Normal,0,1,Liège,exceptional,ready_to_move_in
,,1,50,Hastière,1,5540.0,45200.0,vwd14188,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5540/hastiere/vwd14188,Normal,0,1,Namur,house,ready_to_move_in
,2.0,0,120.0,Chimay,2,6460.0,345800.0,VBC69807,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6460/chimay/vbc69807,,0,1,Hainaut,apartment,
,,1,91.0,Maldegem,2,9990.0,342000.0,RBJ24060,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9990/maldegem/rbj24060,New,0,1,East Flanders,apartment,ready_to_move_in
,3.0,1,204,Haaltert,3,9450.0,319000.0,rbu58577,Residence,https://immovlan.be/en/detail/residence/for-sale/9450/haaltert/rbu58577,Normal,0,1,East Flanders,house,ready_to_move_in
,,0,94.0,Oudergem,2,1160.0,605000.0,VBD28496,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd28496,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
,4.0,0,105.0,Nijlen,2,2560.0,,RBS83640,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2560/nijlen/rbs83640,New,0,1,Antwerp,apartment,ready_to_move_in
2025,,1,168,Perwez,4,1360.0,415000.0,vbd25702,Residence,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vbd25702,New,0,1,Walloon Brabant,house,ready_to_move_in
2020,4.0,0,134,Blégny,3,4670.0,499000.0,vbd47311,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4670/blegny/vbd47311,Normal,0,1,Liège,apartment,ready_to_move_in
1918,3.0,1,173,Loncin,5,4431.0,249999.0,vbd49821,Residence,https://immovlan.be/en/detail/residence/for-sale/4431/loncin/vbd49821,Normal,0,1,Liège,house,ready_to_move_in
,4.0,1,145.0,Mons,3,7000.0,449000.0,VBD37451,Residence,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd37451,New,0,1,Hainaut,house,ready_to_move_in
,2.0,1,175.0,Wetteren,4,9230.0,399000.0,RBU41484,Residence,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbu41484,New,0,1,East Flanders,house,ready_to_move_in
1979,4.0,1,210,Hasselt,3,3500.0,379000.0,rbu56985,Residence,https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu56985,Normal,0,1,Limburg,house,ready_to_move_in
2019,4.0,1,303,Mont-Saint-Guibert,4,1435.0,795000.0,vbd23637,Villa,https://immovlan.be/en/detail/villa/for-sale/1435/mont-saint-guibert/vbd23637,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
,,1,158.0,Mortsel,3,2640.0,495000.0,RBT17807,Residence,https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbt17807,New,0,1,Antwerp,house,ready_to_move_in
,,0,70,Herentals,2,2200.0,276000.0,rbu55849,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/herentals/rbu55849,Normal,0,1,Antwerp,apartment,ready_to_move_in
,,1,150,Grez-Doiceau,4,1390.0,495000.0,vbd33337,Residence,https://immovlan.be/en/detail/residence/for-sale/1390/grez-doiceau/vbd33337,,0,1,Walloon Brabant,house,
1992,,0,55,Merchtem,1,1785.0,155000.0,rbu21402,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1785/merchtem/rbu21402,Fully renovated,0,0,Flemish Brabant,apartment,ready_to_move_in
,,0,40,Aalst,1,9300.0,105000.0,rbu58250,Duplex,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbu58250,Excellent,0,0,East Flanders,apartment,ready_to_move_in
,4.0,0,99.0,Jambes,2,5100.0,338500.0,VBC58973,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc58973,New,0,1,Namur,apartment,ready_to_move_in
,,0,68.0,Namur,1,5000.0,267000.0,VBD42066,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42066,New,0,1,Namur,apartment,ready_to_move_in
2020,2.0,0,111,Durbuy,2,6940.0,1150000.0,vba30385,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/6940/durbuy/vba30385,,0,1,Luxembourg,apartment,
2000,2.0,1,73,Hoogstraten,1,2320.0,290000.0,rbu36149,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2320/hoogstraten/rbu36149,New,0,1,Antwerp,apartment,ready_to_move_in
,,1,,Bouvignes-sur-Meuse,3,5500.0,99000.0,vbd37369,Residence,https://immovlan.be/en/detail/residence/for-sale/5500/bouvignes-sur-meuse/vbd37369,,0,1,Namur,house,
2025,3.0,1,82,Wondelgem,2,9032.0,299000.0,rbu64901,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9032/wondelgem/rbu64901,New,0,1,East Flanders,apartment,ready_to_move_in
,,0,,Hasselt,,3500.0,324000.0,1290232-1473942,,https://immovlan.be/en/projectdetail/1290232-1473942,,0,,Limburg,,
1899,3.0,1,91,Lier,2,2500.0,199000.0,rbu65305,Residence,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbu65305,To be renovated,0,1,Antwerp,house,to_renovate
1930,3.0,1,170,Koersel,3,3582.0,249000.0,rbu60139,Residence,https://immovlan.be/en/detail/residence/for-sale/3582/koersel/rbu60139,Fully renovated,0,1,Limburg,house,ready_to_move_in
,4.0,1,347,Mettet,5,5640.0,479000.0,vbd43281,Villa,https://immovlan.be/en/detail/villa/for-sale/5640/mettet/vbd43281,Normal,0,1,Namur,exceptional,ready_to_move_in
1949,,1,274,Bertogne,3,6687.0,199000.0,vbd40796,Residence,https://immovlan.be/en/detail/residence/for-sale/6687/bertogne/vbd40796,To renovate,0,0,Luxembourg,house,to_renovate
1975,,0,240,Hasselt,3,3500.0,695000.0,rbu61408,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbu61408,,0,1,Limburg,apartment,
,3.0,1,168.0,Thuin,3,6530.0,,VBA96198,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96198,,0,0,Hainaut,house,
,,0,80,Aalst,2,9300.0,198000.0,rbu63273,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu63273,Excellent,0,1,East Flanders,apartment,ready_to_move_in
,,0,104.0,Liege,2,4000.0,379000.0,VBB01685,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4000/liege/vbb01685,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,69.0,Leopoldsburg,1,3970.0,225000.0,RBU43038,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbu43038,New,0,1,Limburg,apartment,ready_to_move_in
,,0,,Dave,2,5100.0,302000.0,VAX62729,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vax62729,New,0,1,Namur,apartment,ready_to_move_in
,,0,20,Louvain-la-Neuve,1,1348.0,90000.0,vwd13955,Studio,https://immovlan.be/en/detail/studio/for-sale/1348/louvain-la-neuve/vwd13955,Normal,0,1,Walloon Brabant,apartment,ready_to_move_in
,,1,120,Yves-Gomezée,2,5650.0,190000.0,vbd46391,Residence,https://immovlan.be/en/detail/residence/for-sale/5650/yves-gomezee/vbd46391,,0,0,Namur,house,
,,0,86.0,Seraing,2,4100.0,252000.0,VBD39559,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbd39559,New,0,1,Liège,apartment,ready_to_move_in
,2.0,1,120,Willebroek,2,2830.0,349000.0,rbu61040,Residence,https://immovlan.be/en/detail/residence/for-sale/2830/willebroek/rbu61040,New,0,0,Antwerp,house,ready_to_move_in
,,0,84,Oostende,2,8400.0,287300.0,rbu62003,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu62003,,0,1,West Flanders,apartment,
,,0,110.0,Juprelle,3,4450.0,399213.0,VBC31170,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4450/juprelle/vbc31170,New,0,1,Liège,apartment,ready_to_move_in
2024,2.0,1,217,Sint-Lievens-Houtem,3,9520.0,449000.0,rbu62525,Residence,https://immovlan.be/en/detail/residence/for-sale/9520/sint-lievens-houtem/rbu62525,New,0,1,East Flanders,house,ready_to_move_in
,,0,55.0,Jambes,1,5100.0,,VBD41143,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbd41143,,0,1,Namur,apartment,
,4.0,0,102.0,Antwerp,2,2018.0,449000.0,RBT37246,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt37246,Excellent,0,1,Antwerp,apartment,ready_to_move_in
2016,,1,77,Laakdal,2,2430.0,248000.0,rbt83843,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2430/laakdal/rbt83843,Excellent,0,1,Antwerp,apartment,ready_to_move_in
,3.0,1,154.0,Thuin,3,6530.0,,VBA96185,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96185,,0,0,Hainaut,house,
1977,,0,93,Assebroek,3,8310.0,279000.0,rbu65841,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8310/assebroek/rbu65841,,0,0,West Flanders,apartment,
1973,,1,160,Sint-Pieters-Woluwe,4,1150.0,495000.0,vbd46734,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd46734,,0,1,Brussels Capital Region,apartment,
,,0,,Dave,3,5100.0,312000.0,VAX62669,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vax62669,New,0,1,Namur,apartment,ready_to_move_in
2025,3.0,1,120,Gesves,3,5340.0,329000.0,vbd18375,Residence,https://immovlan.be/en/detail/residence/for-sale/5340/gesves/vbd18375,,0,1,Namur,house,
,2.0,0,106.0,Geel,2,2440.0,344600.0,RBU51418,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51418,New,0,1,Antwerp,apartment,ready_to_move_in
,,1,214,Sint-Pieters-Woluwe,4,1150.0,950000.0,vbd49889,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd49889,,0,1,Brussels Capital Region,apartment,
,4.0,1,75.0,Stabroek,1,2940.0,285000.0,RBU35946,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2940/stabroek/rbu35946,New,0,1,Antwerp,apartment,ready_to_move_in
1930,4.0,1,120,Sint-Pieters-Leeuw,2,1600.0,325000.0,rbu64194,Residence,https://immovlan.be/en/detail/residence/for-sale/1600/sint-pieters-leeuw/rbu64194,To be renovated,0,0,Flemish Brabant,house,to_renovate
,,0,90.0,Namur,2,5000.0,,VBD41997,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41997,,0,1,Namur,apartment,
,,0,53.0,Namur,0,5000.0,224000.0,VBD42042,Studio,https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbd42042,New,0,1,Namur,apartment,ready_to_move_in
,4.0,0,105.0,Stabroek,2,2940.0,385000.0,RBU35949,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2940/stabroek/rbu35949,New,0,1,Antwerp,apartment,ready_to_move_in
,4.0,1,126,Heure-le-Romain,3,4682.0,320806.0,vbd48948,Residence,https://immovlan.be/en/detail/residence/for-sale/4682/heure-le-romain/vbd48948,New,0,,Liège,house,ready_to_move_in
,,0,,Opwijk,,1745.0,414000.0,23459-3588255,,https://immovlan.be/en/projectdetail/23459-3588255,,0,,Flemish Brabant,,
,,1,120.0,Verlée,3,5370.0,275000.0,VBB51984,Residence,https://immovlan.be/en/detail/residence/for-sale/5370/verlee/vbb51984,New,0,0,Namur,house,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,218000.0,VBD36820,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36820,New,0,1,Hainaut,apartment,ready_to_move_in
2026,2.0,1,203,Sint-Lambrechts-Woluwe,4,1200.0,1695000.0,vbd47998,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd47998,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
,,0,48,Arlon,1,6700.0,195000.0,vbd41946,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd41946,,0,0,Luxembourg,apartment,
2019,4.0,0,67,Harelbeke,1,8530.0,198000.0,rbu62545,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8530/harelbeke/rbu62545,Normal,0,1,West Flanders,apartment,ready_to_move_in
2025,4.0,1,82,Herent,2,3020.0,399775.0,rbu62125,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3020/herent/rbu62125,New,0,1,Flemish Brabant,apartment,ready_to_move_in
,2.0,0,80,Braine-le-Comte,3,7090.0,135000.0,vbd48642,Residence,https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbd48642,To renovate,0,0,Hainaut,house,to_renovate
,,0,87.0,Namur,2,5000.0,,VBD42017,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42017,,0,1,Namur,apartment,
1973,,0,95,Erpent,3,5101.0,330000.0,vbd45442,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5101/erpent/vbd45442,Excellent,0,1,Namur,apartment,ready_to_move_in
1980,3.0,1,140,Braine-l'Alleud,3,1420.0,395000.0,vbd21081,Residence,https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd21081,To renovate,0,1,Walloon Brabant,house,to_renovate
,4.0,1,275,Wasseiges,5,4219.0,380000.0,vbd07132,Villa,https://immovlan.be/en/detail/villa/for-sale/4219/wasseiges/vbd07132,Normal,1,1,Liège,exceptional,ready_to_move_in
,3.0,1,215,Vosselaar,4,2350.0,398000.0,rbu62515,Residence,https://immovlan.be/en/detail/residence/for-sale/2350/vosselaar/rbu62515,Normal,0,1,Antwerp,house,ready_to_move_in
1920,2.0,0,93,Genappe,2,1470.0,195000.0,vbd29409,Residence,https://immovlan.be/en/detail/residence/for-sale/1470/genappe/vbd29409,Normal,0,1,Walloon Brabant,house,ready_to_move_in
1958,2.0,1,193,Sint-Pieters-Woluwe,4,1150.0,749000.0,vbd47979,Triplex,https://immovlan.be/en/detail/triplex/for-sale/1150/sint-pieters-woluwe/vbd47979,Excellent,0,1,Brussels Capital Region,apartment,ready_to_move_in
,,1,204,Leuven,3,3000.0,1350000.0,rbu58258,Residence,https://immovlan.be/en/detail/residence/for-sale/3000/leuven/rbu58258,Normal,0,1,Flemish Brabant,house,ready_to_move_in
,2.0,1,143,Gent,3,9000.0,499000.0,rbu29035,Residence,https://immovlan.be/en/detail/residence/for-sale/9000/gent/rbu29035,New,0,1,East Flanders,house,ready_to_move_in
1964,3.0,1,335,Sint-Pieters-Woluwe,5,1150.0,1290000.0,vbd49178,Residence,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd49178,Excellent,0,1,Brussels Capital Region,house,ready_to_move_in
2025,3.0,1,1,Londerzeel,3,1840.0,372050.0,rwc41064,Residence,https://immovlan.be/en/detail/residence/for-sale/1840/londerzeel/rwc41064,Excellent,0,,Flemish Brabant,house,ready_to_move_in
,,0,64,Koksijde,2,8670.0,319000.0,rbu60681,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu60681,Fully renovated,0,1,West Flanders,apartment,ready_to_move_in
,2.0,0,79.0,Modave,2,4577.0,244500.0,VBC76504,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4577/modave/vbc76504,New,0,1,Liège,apartment,ready_to_move_in
2025,3.0,1,160,Wetteren,3,9230.0,470000.0,rbu57139,Residence,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbu57139,New,0,1,East Flanders,house,ready_to_move_in
2003,4.0,1,221,Lantremange,3,4300.0,539000.0,vbc99761,Residence,https://immovlan.be/en/detail/residence/for-sale/4300/lantremange/vbc99761,,1,1,Liège,house,
,2.0,0,93.0,Leopoldsburg,2,3970.0,320000.0,RBU43086,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbu43086,New,0,1,Limburg,apartment,ready_to_move_in
,3.0,1,209.0,Noorderwijk,3,2200.0,460000.0,RBU33361,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu33361,New,0,1,Antwerp,house,ready_to_move_in
,,0,129.0,Aalst,3,9300.0,398000.0,RBU30020,Loft,https://immovlan.be/en/detail/loft/for-sale/9300/aalst/rbu30020,New,0,1,East Flanders,apartment,ready_to_move_in
,,1,236,Rendeux,7,6987.0,625000.0,vbd38178,Residence,https://immovlan.be/en/detail/residence/for-sale/6987/rendeux/vbd38178,Normal,0,1,Luxembourg,house,ready_to_move_in
2001,2.0,0,70,Floreffe,2,5150.0,170000.0,vbd41364,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5150/floreffe/vbd41364,Normal,0,0,Namur,apartment,ready_to_move_in
,,0,110.0,Oudergem,2,1160.0,680000.0,VBD28504,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd28504,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
,4.0,1,230,Tintigny,3,6730.0,398000.0,vbd32877,Residence,https://immovlan.be/en/detail/residence/for-sale/6730/tintigny/vbd32877,Normal,0,1,Luxembourg,house,ready_to_move_in
,4.0,1,209,Arlon,2,6700.0,,vbb54282,Mansion,https://immovlan.be/en/detail/mansion/for-sale/6700/arlon/vbb54282,Excellent,0,1,Luxembourg,exceptional,ready_to_move_in
2026,4.0,0,131,Aarschot,3,3200.0,420000.0,rbu68620,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3200/aarschot/rbu68620,New,0,1,Flemish Brabant,apartment,ready_to_move_in
,3.0,1,310,Ukkel,4,1180.0,1290000.0,vbd34432,Residence,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd34432,To be renovated,0,0,Brussels Capital Region,house,to_renovate
1978,4.0,1,385,Wezembeek-Oppem,6,1970.0,1495000.0,vbd42477,Villa,https://immovlan.be/en/detail/villa/for-sale/1970/wezembeek-oppem/vbd42477,To renovate,1,1,Flemish Brabant,exceptional,to_renovate
1988,2.0,1,105,Saint-Nicolas,3,4420.0,264000.0,vbd45088,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4420/saint-nicolas/vbd45088,Excellent,1,1,Liège,apartment,ready_to_move_in
1988,2.0,1,157,Beringen,3,3580.0,299000.0,rbu62562,Residence,https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu62562,,0,0,Limburg,house,
,,1,85.0,Maldegem,2,9990.0,325000.0,RBJ24062,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9990/maldegem/rbj24062,New,0,1,East Flanders,apartment,ready_to_move_in
,,1,183,Koningshooikt,3,2500.0,549500.0,rbu65079,Residence,https://immovlan.be/en/detail/residence/for-sale/2500/koningshooikt/rbu65079,Normal,0,1,Antwerp,house,ready_to_move_in
,,0,75,Evere,2,1140.0,269000.0,vbd47345,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd47345,Normal,0,0,Brussels Capital Region,apartment,ready_to_move_in
2007,2.0,0,93,Sint-Jans-Molenbeek,2,1080.0,245000.0,vbd47053,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd47053,Excellent,0,1,Brussels Capital Region,apartment,ready_to_move_in
,2.0,1,131.0,Oudergem,3,1160.0,835000.0,VBD37069,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd37069,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
2023,,1,183,Heist-op-den-Berg,4,2220.0,417000.0,rbu55456,Residence,https://immovlan.be/en/detail/residence/for-sale/2220/heist-op-den-berg/rbu55456,New,0,1,Antwerp,house,ready_to_move_in
2024,3.0,0,73,Koersel,1,3582.0,305500.0,rbu57250,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbu57250,New,0,1,Limburg,apartment,ready_to_move_in
,,1,139.0,Montzen,2,4850.0,360000.0,VBC35401,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4850/montzen/vbc35401,New,0,1,Liège,apartment,ready_to_move_in
,3.0,0,88.0,Herenthout,2,2270.0,244000.0,RBT44922,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2270/herenthout/rbt44922,New,0,1,Antwerp,apartment,ready_to_move_in
,2.0,1,130,Liege,2,4000.0,279000.0,vbd47897,Residence,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd47897,Excellent,0,1,Liège,house,ready_to_move_in
2022,3.0,1,,Mol,3,2400.0,379000.0,rbu62349,Residence,https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbu62349,Excellent,0,1,Antwerp,house,ready_to_move_in
,2.0,0,97.0,Namur,2,5000.0,239000.0,VBC58300,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc58300,New,0,1,Namur,apartment,ready_to_move_in
,,1,125,Grez-Doiceau,3,1390.0,425000.0,vbd46603,Residence,https://immovlan.be/en/detail/residence/for-sale/1390/grez-doiceau/vbd46603,,0,1,Walloon Brabant,house,
1900,,0,132,Nivelles,2,1400.0,290000.0,vbd48286,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1400/nivelles/vbd48286,Normal,0,0,Walloon Brabant,apartment,ready_to_move_in
,,0,,Bertrix,2,6880.0,165000.0,vbd46982,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd46982,Normal,0,0,Luxembourg,apartment,ready_to_move_in
1975,4.0,1,42,Hastière-Lavaux,2,5540.0,69000.0,rbu08251,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5540/hastiere-lavaux/rbu08251,Excellent,0,1,Namur,exceptional,ready_to_move_in
,3.0,0,56.0,Laken,1,1020.0,252500.0,VBD43699,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd43699,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
,2.0,1,144,Mechelen,3,2800.0,320000.0,rbu65643,Residence,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbu65643,,0,1,Antwerp,house,
1850,2.0,0,105,Andenne,2,5300.0,140000.0,vbd42391,Residence,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd42391,,0,1,Namur,house,
,2.0,1,105.0,Houtvenne,2,2235.0,331500.0,RBU21601,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2235/houtvenne/rbu21601,New,0,1,Antwerp,apartment,ready_to_move_in
,2.0,1,117.0,Zandhoven,3,2240.0,422500.0,RBU66679,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2240/zandhoven/rbu66679,New,0,1,Antwerp,apartment,ready_to_move_in
1968,4.0,1,142,Sint-Pieters-Leeuw,3,1600.0,449000.0,rbt36882,Residence,https://immovlan.be/en/detail/residence/for-sale/1600/sint-pieters-leeuw/rbt36882,Normal,0,1,Flemish Brabant,house,ready_to_move_in
,,0,120.0,Liege,2,4000.0,395000.0,VBD20032,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4000/liege/vbd20032,New,0,1,Liège,apartment,ready_to_move_in
1983,2.0,0,221,Leopoldsburg,3,3970.0,495000.0,rbu42355,Residence,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbu42355,,0,1,Limburg,house,
2011,4.0,1,190,Jodoigne,4,1370.0,450000.0,vbd41468,Villa,https://immovlan.be/en/detail/villa/for-sale/1370/jodoigne/vbd41468,Normal,0,,Walloon Brabant,exceptional,ready_to_move_in
,3.0,0,111.0,Vinkt,3,9800.0,,RBT76616,Residence,https://immovlan.be/en/detail/residence/for-sale/9800/vinkt/rbt76616,New,0,0,East Flanders,house,ready_to_move_in
,,0,134,Sint-Jans-Molenbeek,3,1080.0,250000.0,vbd46331,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1080/sint-jans-molenbeek/vbd46331,To renovate,0,0,Brussels Capital Region,apartment,to_renovate
,,0,,,,,,rbu61990,,https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbu61990,,0,,,,
1960,3.0,0,169,Hasselt,3,3500.0,435000.0,rbu55482,Residence,https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu55482,Normal,0,,Limburg,house,ready_to_move_in
,2.0,0,115,Vielsalm,3,6690.0,25000.0,vbd42613,Duplex,https://immovlan.be/en/detail/duplex/for-sale/6690/vielsalm/vbd42613,Excellent,0,1,Luxembourg,apartment,ready_to_move_in
,3.0,1,89.0,Recht,2,4780.0,322000.0,VBD45878,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4780/recht/vbd45878,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,89,Herstal,1,4040.0,140000.0,vbd42258,Duplex,https://immovlan.be/en/detail/duplex/for-sale/4040/herstal/vbd42258,,0,1,Liège,apartment,
,3.0,1,338,Ham,5,3945.0,349000.0,rbu30728,Residence,https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu30728,To be renovated,0,0,Limburg,house,to_renovate
,,0,104.0,Ans,2,4430.0,336200.0,VAZ50049,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vaz50049,New,0,1,Liège,apartment,ready_to_move_in
,,1,124,Dilsen-Stokkem,2,3650.0,310560.0,rbu62046,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3650/dilsen-stokkem/rbu62046,,0,1,Limburg,apartment,
2006,3.0,1,199,Beverlo,3,3581.0,359000.0,rbu40846,Residence,https://immovlan.be/en/detail/residence/for-sale/3581/beverlo/rbu40846,Excellent,0,1,Limburg,house,ready_to_move_in
,,0,108.0,Oudergem,2,1160.0,650000.0,VBD28494,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd28494,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
